2023-10-02 14:56:47,546 INFO    MainThread:33749 [wandb_setup.py:_flush():76] Current SDK version is 0.15.11
2023-10-02 14:56:47,547 INFO    MainThread:33749 [wandb_setup.py:_flush():76] Configure stats pid to 33749
2023-10-02 14:56:47,547 INFO    MainThread:33749 [wandb_setup.py:_flush():76] Loading settings from /Users/alextang/.config/wandb/settings
2023-10-02 14:56:47,547 INFO    MainThread:33749 [wandb_setup.py:_flush():76] Loading settings from /Users/alextang/Desktop/Wandb/wandb/settings
2023-10-02 14:56:47,547 INFO    MainThread:33749 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2023-10-02 14:56:47,547 INFO    MainThread:33749 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'test.py', 'program_abspath': '/Users/alextang/Desktop/Wandb/test.py', 'program': '/Users/alextang/Desktop/Wandb/test.py'}
2023-10-02 14:56:47,547 INFO    MainThread:33749 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2023-10-02 14:56:47,547 INFO    MainThread:33749 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2023-10-02 14:56:47,547 INFO    MainThread:33749 [wandb_init.py:_log_setup():528] Logging user logs to /Users/alextang/Desktop/Wandb/wandb/run-20231002_145647-5j2q6gnq/logs/debug.log
2023-10-02 14:56:47,547 INFO    MainThread:33749 [wandb_init.py:_log_setup():529] Logging internal logs to /Users/alextang/Desktop/Wandb/wandb/run-20231002_145647-5j2q6gnq/logs/debug-internal.log
2023-10-02 14:56:47,547 INFO    MainThread:33749 [wandb_init.py:init():568] calling init triggers
2023-10-02 14:56:47,547 INFO    MainThread:33749 [wandb_init.py:init():575] wandb.init called with sweep_config: {}
config: {}
2023-10-02 14:56:47,547 INFO    MainThread:33749 [wandb_init.py:init():618] starting backend
2023-10-02 14:56:47,547 INFO    MainThread:33749 [wandb_init.py:init():622] setting up manager
2023-10-02 14:56:47,549 INFO    MainThread:33749 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2023-10-02 14:56:47,550 INFO    MainThread:33749 [wandb_init.py:init():628] backend started and connected
2023-10-02 14:56:47,552 INFO    MainThread:33749 [wandb_init.py:init():720] updated telemetry
2023-10-02 14:56:47,553 INFO    MainThread:33749 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2023-10-02 14:56:48,767 INFO    MainThread:33749 [wandb_run.py:_on_init():2220] communicating current version
2023-10-02 14:56:48,874 INFO    MainThread:33749 [wandb_run.py:_on_init():2229] got version response 
2023-10-02 14:56:48,874 INFO    MainThread:33749 [wandb_init.py:init():804] starting run threads in backend
2023-10-02 14:56:50,814 INFO    MainThread:33749 [wandb_run.py:_console_start():2199] atexit reg
2023-10-02 14:56:50,814 INFO    MainThread:33749 [wandb_run.py:_redirect():2054] redirect: wrap_raw
2023-10-02 14:56:50,815 INFO    MainThread:33749 [wandb_run.py:_redirect():2119] Wrapping output streams.
2023-10-02 14:56:50,815 INFO    MainThread:33749 [wandb_run.py:_redirect():2144] Redirects installed.
2023-10-02 14:56:50,816 INFO    MainThread:33749 [wandb_init.py:init():845] run started, returning control to user process
2023-10-02 14:56:50,819 INFO    MainThread:33749 [wandb_run.py:_finish():1934] finishing run 2sabo/test/5j2q6gnq
2023-10-02 14:56:50,819 INFO    MainThread:33749 [wandb_run.py:_atexit_cleanup():2168] got exitcode: 0
2023-10-02 14:56:50,819 INFO    MainThread:33749 [wandb_run.py:_restore():2151] restore
2023-10-02 14:56:50,820 INFO    MainThread:33749 [wandb_run.py:_restore():2157] restore done
2023-10-02 14:56:55,230 INFO    MainThread:33749 [wandb_run.py:_footer_history_summary_info():3554] rendering history
2023-10-02 14:56:55,230 INFO    MainThread:33749 [wandb_run.py:_footer_history_summary_info():3586] rendering summary
2023-10-02 14:56:55,237 INFO    MainThread:33749 [wandb_run.py:_footer_sync_info():3513] logging synced files
