name,version,directory,repository,summary,from package.json,from license,from readme
@typescript-eslint/parser,6.12.0,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/@typescript-eslint/parser,https://github.com/typescript-eslint/typescript-eslint,BSD-2-Clause,BSD-2-Clause,,
abbrev,2.0.0,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/abbrev,https://github.com/npm/abbrev-js,ISC;MIT,ISC,ISC;MIT,
aggregate-error,3.1.0,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/aggregate-error,sindresorhus/aggregate-error,MIT,MIT,MIT,
cacache,18.0.0,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/cacache,https://github.com/npm/cacache,ISC,ISC,ISC,
css-loader,6.8.1,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/css-loader,webpack-contrib/css-loader,MIT,MIT,,
encoding,0.1.13,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/encoding,https://github.com/andris9/encoding,MIT,MIT,,
env-paths,2.2.1,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/env-paths,sindresorhus/env-paths,MIT,MIT,MIT,
err-code,2.0.3,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/err-code,http://github.com/IndigoUnited/js-err-code,MIT,MIT,,
eslint,8.54.0,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/eslint,eslint/eslint,MIT,MIT,,
eslint-config-prettier,8.10.0,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/eslint-config-prettier,prettier/eslint-config-prettier,MIT,MIT,MIT,
eslint-plugin-prettier,5.0.1,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/eslint-plugin-prettier,https://github.com/prettier/eslint-plugin-prettier,MIT,MIT,MIT,
exponential-backoff,3.1.1,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/exponential-backoff,https://github.com/coveo/exponential-backoff,Apache;Apache-2.0,Apache-2.0,Apache,
http-cache-semantics,4.1.1,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/http-cache-semantics,https://github.com/kornelski/http-cache-semantics,BSD-2-Clause,BSD-2-Clause,,
is-lambda,1.0.1,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/is-lambda,https://github.com/watson/is-lambda,MIT,MIT,MIT,MIT
jest,29.7.0,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/jest,https://github.com/jestjs/jest,MIT,MIT,MIT,
jupyterlab_freeze,0.1.0,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze,,BSD;BSD-3-Clause,BSD-3-Clause,BSD,
make-fetch-happen,13.0.0,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/make-fetch-happen,https://github.com/npm/make-fetch-happen,ISC,ISC,ISC,
node-gyp,10.0.1,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/node-gyp,http://github.com/nodejs/node-gyp,Apache;MIT,MIT,Apache;MIT,MIT
npm-run-all,4.1.5,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/npm-run-all,mysticatea/npm-run-all,MIT,MIT,MIT,
prettier,3.1.0,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/prettier,prettier/prettier,Apache;BSD;ISC;MIT,MIT,Apache;BSD;ISC;MIT,
react,18.2.0,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/react,https://github.com/facebook/react,MIT,MIT,MIT,
react-icons,4.12.0,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/react-icons,ssh://git@github.com:react-icons/react-icons,Apache;ISC;MIT,MIT,Apache;ISC;MIT,MIT
rimraf,5.0.5,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/rimraf,http://github.com/isaacs/rimraf,ISC,ISC,ISC,
source-map-loader,1.1.3,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/source-map-loader,webpack-contrib/source-map-loader,MIT,MIT,,
style-loader,3.3.3,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/style-loader,webpack-contrib/style-loader,MIT,MIT,,
stylelint,15.11.0,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/stylelint,stylelint/stylelint,MIT,MIT,MIT,MIT
stylelint-config-recommended,13.0.0,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/stylelint-config-recommended,stylelint/stylelint-config-recommended,MIT,MIT,MIT,
stylelint-config-standard,34.0.0,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/stylelint-config-standard,stylelint/stylelint-config-standard,MIT,MIT,MIT,
stylelint-csstree-validator,3.0.0,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/stylelint-csstree-validator,csstree/stylelint-validator,MIT,MIT,,MIT
stylelint-prettier,4.1.0,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/stylelint-prettier,https://github.com/prettier/stylelint-prettier,MIT,MIT,MIT,
typescript,5.0.4,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/typescript,https://github.com/Microsoft/TypeScript,Apache;Apache-2.0,Apache-2.0,Apache,
yjs,13.6.10,/Users/carlos.dominguez/go/src/github.com/DataDog/jupyterlab-freeze/node_modules/yjs,https://github.com/yjs/yjs,MIT,MIT,MIT,
