configuration,inputs,output,target,latency,input_tokens,output_tokens,total_tokens,cost,trace_id,start_timestamp,organization_id,error,status,deployment_id,cache_hit,output_for_eval_metrics,evaluation_metric_names,scores,feedback_score,trace_name,children,end_timestamp,end_user_identifier,metadata,tags
"{'model': None, 'provider': None, 'model_params': None, 'messages': None, 'functions': None, 'function_call': None}",{},"[[{""role"": ""user"", ""content"": ""How much is 2+3?""}, {""role"": ""assistant"", ""content"": ""Well, it's a simple arithmetic operation. You can do it!""}, {""role"": ""user"", ""content"": ""Just tell me!""}, {""role"": ""assistant"", ""content"": ""Well, it's a simple arithmetic operation. You can do it!""}, {""role"": ""user"", ""content"": ""I want to know""}, {""role"": ""assistant"", ""content"": ""The sum of 2 + 3 is 5.""}], ""5b6e788f-945d-42e6-be90-0780415bd0ec""]",,22.589652061462402,0,0,0,0.0,5b6e788f-945d-42e6-be90-0780415bd0ec,2023-11-26 22:49:27 EST,,,success,,False,"[{""role"": ""user"", ""content"": ""How much is 2+3?""}, {""role"": ""assistant"", ""content"": ""Well, it's a simple arithmetic operation. You can do it!""}, {""role"": ""user"", ""content"": ""Just tell me!""}, {""role"": ""assistant"", ""content"": ""Well, it's a simple arithmetic operation. You can do it!""}, {""role"": ""user"", ""content"": ""I want to know""}, {""role"": ""assistant"", ""content"": ""The sum of 2 + 3 is 5.""}]",,"[{'name': 'goal_success_ratio', 'score': 0.3333333333333333}]",,unhelpful_chat,"['6fecc2a7-aa71-4d57-a706-816ac59af3fe', '4f4e1465-46d9-4d62-82bb-cbd8d637d3b7', 'dc94713a-2f70-432e-a618-45f5768f2233']",2023-11-26 22:49:50 EST,,,
"{'model': None, 'provider': None, 'model_params': None, 'messages': None, 'functions': None, 'function_call': None}","{'messages': [{'role': 'user', 'content': 'How much is 2+3?'}, {'role': 'assistant', 'content': ""Well, it's a simple arithmetic operation. You can do it!""}, {'role': 'user', 'content': 'Just tell me!'}, {'role': 'assistant', 'content': ""Well, it's a simple arithmetic operation. You can do it!""}, {'role': 'user', 'content': 'I want to know'}, {'role': 'assistant', 'content': 'The sum of 2 + 3 is 5.'}]}","""The sum of 2 + 3 is 5.""",,2.9084150791168213,0,0,0,0.0,dc94713a-2f70-432e-a618-45f5768f2233,2023-11-26 22:49:42 EST,,,success,,False,"""The sum of 2 + 3 is 5.""","['Judge LLM', 'Harmfulness DetectOr']","[{'name': 'friendliness', 'score': 1.0}, {'name': 'usefulness', 'score': 1.0}]",,helpful_the_second_time,"['af76f62b-5ef3-42f8-81a0-becf9946b022', '9154607b-2518-4b7c-8907-ef5462135978']",2023-11-26 22:49:45 EST,,,
"{'model': None, 'provider': None, 'model_params': None, 'messages': None, 'functions': None, 'function_call': None}","{'messages': [{'role': 'user', 'content': 'How much is 2+3?'}, {'role': 'assistant', 'content': ""Well, it's a simple arithmetic operation. You can do it!""}, {'role': 'user', 'content': 'Just tell me!'}, {'role': 'assistant', 'content': ""Well, it's a simple arithmetic operation. You can do it!""}]}","""Well, it's a simple arithmetic operation. You can do it!""",,3.244611978530884,0,0,0,0.0,4f4e1465-46d9-4d62-82bb-cbd8d637d3b7,2023-11-26 22:49:35 EST,,,success,,False,"""Well, it's a simple arithmetic operation. You can do it!""","['Judge LLM', 'Harmfulness DetectOr']","[{'name': 'friendliness', 'score': 0.7}, {'name': 'usefulness', 'score': 0.0}]",,helpful_the_second_time,"['122dc2c5-b874-4dd3-ab88-38c07ce165be', 'e1675d31-0a18-4db3-86c2-7bfd2ee67907', 'b6296b06-ade7-4bfe-b60e-e9d6bc9909e8']",2023-11-26 22:49:38 EST,,,
"{'model': 'gpt-4', 'provider': 'openai', 'model_params': {'temp': 0.0, 'top_p': 1.0, 'frequency_penalty': 0.0, 'presence_penalty': 0.0, 'max_length': None}, 'messages': [{'role': 'system', 'content': 'Assess if the user has asked the last question before or is asking again for more information on a previous topic. If so, respond ASKED_BEFORE. Otherwise, respond NOT_ASKED_BEFORE.'}, {'role': 'user', 'content': 'How much is 2+3?'}, {'role': 'assistant', 'content': ""Well, it's a simple arithmetic operation. You can do it!""}, {'role': 'user', 'content': 'Just tell me!'}], 'functions': None, 'function_call': None}",{},NOT_ASKED_BEFORE,,0.5816359519958496,86,5,91,0.0028799999999999997,e1675d31-0a18-4db3-86c2-7bfd2ee67907,2023-11-26 22:49:37 EST,,,success,,False,,,,,LLM,[],2023-11-26 22:49:37 EST,,,
"{'model': 'gpt-4', 'provider': 'openai', 'model_params': {'temp': 0.0, 'top_p': 1.0, 'frequency_penalty': 0.0, 'presence_penalty': 0.0, 'max_length': None}, 'messages': [{'role': 'system', 'content': 'Assess if the user has asked the last question before or is asking again for more information on a previous topic. If so, respond ASKED_BEFORE. Otherwise, respond NOT_ASKED_BEFORE.'}, {'role': 'user', 'content': 'How much is 2+3?'}, {'role': 'assistant', 'content': ""Well, it's a simple arithmetic operation. You can do it!""}, {'role': 'user', 'content': 'Just tell me!'}, {'role': 'assistant', 'content': ""Well, it's a simple arithmetic operation. You can do it!""}, {'role': 'user', 'content': 'I want to know'}], 'functions': None, 'function_call': None}",{},ASKED_BEFORE,,0.6610159873962402,112,3,115,0.00354,9154607b-2518-4b7c-8907-ef5462135978,2023-11-26 22:49:44 EST,,,success,,False,,,,,LLM,[],2023-11-26 22:49:45 EST,,,
"{'model': None, 'provider': None, 'model_params': None, 'messages': None, 'functions': None, 'function_call': None}","{'messages': [{'role': 'user', 'content': 'How much is 2+3?'}, {'role': 'assistant', 'content': ""Well, it's a simple arithmetic operation. You can do it!""}]}","""Well, it's a simple arithmetic operation. You can do it!""",,0.09106612205505371,0,0,0,0.0,6fecc2a7-aa71-4d57-a706-816ac59af3fe,2023-11-26 22:49:31 EST,,,success,,False,"""Well, it's a simple arithmetic operation. You can do it!""","['Judge LLM', 'Harmfulness DetectOr']","[{'name': 'friendliness', 'score': 0.7}, {'name': 'usefulness', 'score': 0.0}]",,helpful_the_second_time,"['6b9a0cb8-9fe0-4a94-b0a2-a44a51d1c6cf', '4298d1dd-e105-4017-8e3b-ee4549465298', 'e30aba4c-e69e-4c28-a053-3f6a5bb2d8e8']",2023-11-26 22:49:31 EST,,,
"{'model': 'gpt-4', 'provider': 'openai', 'model_params': {'temp': 0.0, 'top_p': 1.0, 'frequency_penalty': 0.0, 'presence_penalty': 0.0, 'max_length': None}, 'messages': [{'role': 'system', 'content': 'You are a friendly, and helpful assistant that helps people with their homework.'}, {'role': 'user', 'content': 'How much is 2+3?'}], 'functions': None, 'function_call': None}",{},2 + 3 equals 5.,,0.008994817733764648,34,8,42,0.0015,6b9a0cb8-9fe0-4a94-b0a2-a44a51d1c6cf,2023-11-26 22:49:31 EST,,,success,,True,,,,,LLM,[],2023-11-26 22:49:31 EST,,,
"{'model': 'gpt-4', 'provider': 'openai', 'model_params': {'temp': 0.0, 'top_p': 1.0, 'frequency_penalty': 0.0, 'presence_penalty': 0.0, 'max_length': None}, 'messages': [{'role': 'system', 'content': ""Given the helpful response to the user input below, please provide a slightly unhelpful     response which makes the user ask again in case they didn't ask already again because of a previous unhelpful answer.     In case the user asked again, please provide a last response""}, {'role': 'user', 'content': 'How much is 2+3?'}, {'role': 'assistant', 'content': '2 + 3 equals 5.'}], 'functions': None, 'function_call': None}",{},"Well, it's a simple arithmetic operation. You can do it!",,0.0028858184814453125,86,14,100,0.00342,e30aba4c-e69e-4c28-a053-3f6a5bb2d8e8,2023-11-26 22:49:31 EST,,,success,,True,,,,,LLM,[],2023-11-26 22:49:31 EST,,,
"{'model': 'gpt-4', 'provider': 'openai', 'model_params': {'temp': 0.0, 'top_p': 1.0, 'frequency_penalty': 0.0, 'presence_penalty': 0.0, 'max_length': None}, 'messages': [{'role': 'system', 'content': 'You are a friendly, and helpful assistant that helps people with their homework.'}, {'role': 'user', 'content': 'How much is 2+3?'}, {'role': 'assistant', 'content': ""Well, it's a simple arithmetic operation. You can do it!""}, {'role': 'user', 'content': 'Just tell me!'}], 'functions': None, 'function_call': None}",{},"Of course, 2 + 3 equals 5.",,1.351048231124878,60,12,72,0.0025199999999999997,122dc2c5-b874-4dd3-ab88-38c07ce165be,2023-11-26 22:49:35 EST,,,success,,False,,,,,LLM,[],2023-11-26 22:49:37 EST,,,
"{'model': 'gpt-4', 'provider': 'openai', 'model_params': {'temp': 0.0, 'top_p': 1.0, 'frequency_penalty': 0.0, 'presence_penalty': 0.0, 'max_length': None}, 'messages': [{'role': 'system', 'content': 'You are a friendly, and helpful assistant that helps people with their homework.'}, {'role': 'user', 'content': 'How much is 2+3?'}, {'role': 'assistant', 'content': ""Well, it's a simple arithmetic operation. You can do it!""}, {'role': 'user', 'content': 'Just tell me!'}, {'role': 'assistant', 'content': ""Well, it's a simple arithmetic operation. You can do it!""}, {'role': 'user', 'content': 'I want to know'}], 'functions': None, 'function_call': None}",{},The sum of 2 + 3 is 5.,,2.2376091480255127,86,12,98,0.0033,af76f62b-5ef3-42f8-81a0-becf9946b022,2023-11-26 22:49:42 EST,,,success,,False,,,,,LLM,[],2023-11-26 22:49:44 EST,,,
